fixture_id,player_id,player_name,team,team_id,position,referee_name,probability_card_original,probability_card_adjusted,adjustment_direction,abs_adjustment,label_card,confidence,data_quality
1489413,44315,Abdullah Al Khaibari,Saudi Arabia,23,MID,F. Letexier,0.2642,0.2675,neutro,0.0033,0,media-baja,media
1489413,44349,Mohamed Kanno,Saudi Arabia,23,FWD,F. Letexier,0.3091,0.3052,neutro,0.0039,0,media-baja,baja
1489413,44340,Salem Al Dawsari,Saudi Arabia,23,MID,F. Letexier,0.3381,0.366,subir,0.0279,0,media-baja,media
1489413,44324,Feras Al Brikan,Saudi Arabia,23,FWD,F. Letexier,0.0804,0.0822,subir,0.0018,1,media-baja,media
1489413,2639,Sultan Mandash,Saudi Arabia,23,MID,F. Letexier,0.176,0.1817,subir,0.0057,0,media-baja,baja
1489414,2654,Mohamed Hany,Egypt,32,DEF,S. Marciniak,0.1393,0.14,neutro,0.0007,0,media-baja,baja
1489414,190575,Marwan Attia,Egypt,32,MID,S. Marciniak,0.32,0.3311,subir,0.0111,0,media-baja,baja
1489414,81573,Omar Marmoush,Egypt,32,MID,S. Marciniak,0.0395,0.0401,neutro,0.0006,0,media-baja,media
1489414,16813,Hamdi Fathy,Egypt,32,MID,S. Marciniak,0.2646,0.2685,neutro,0.0039,0,media-baja,media
1489414,17269,Emam Ashour,Egypt,32,MID,S. Marciniak,0.067,0.068,neutro,0.001,0,media-baja,media
1489414,16804,Yasser Ibrahim,Egypt,32,DEF,S. Marciniak,0.1962,0.2069,subir,0.0107,1,media-baja,media
1489414,269174,Mostafa Shobeir,Egypt,32,GK,S. Marciniak,0.0915,0.0933,neutro,0.0018,0,baja,baja
1489414,2649,Ahmed Abou El Fotouh,Egypt,32,DEF,S. Marciniak,0.2425,0.2473,neutro,0.0048,0,media-baja,baja
1489414,16841,Mohanad Lasheen,Egypt,32,MID,S. Marciniak,0.1126,0.1221,subir,0.0095,1,media-baja,media
1489414,306,Mohamed Salah,Egypt,32,FWD,S. Marciniak,0.0428,0.0409,bajar,0.0019,0,media-baja,media
1489414,2664,Trézéguet,Egypt,32,FWD,S. Marciniak,0.3885,0.3787,bajar,0.0098,0,media-baja,baja
1489414,42315,M. Taremi,Iran,22,FWD,S. Marciniak,0.121,0.1155,bajar,0.0055,0,media-baja,media
1489414,2699,S. Ghoddos,Iran,22,MID,S. Marciniak,0.1001,0.1016,neutro,0.0015,0,media-baja,media
1489414,29704,S. Khalilzadeh,Iran,22,DEF,S. Marciniak,0.5768,0.5882,neutro,0.0114,1,media-baja,baja
1489414,2682,A. Beiranvand,Iran,22,GK,S. Marciniak,0.1081,0.1102,neutro,0.0021,0,baja,baja
1489414,533035,A. Nemati,Iran,22,,S. Marciniak,0.158,0.1611,neutro,0.0031,0,baja,baja
1489414,19614,S. Ezatolahi,Iran,22,MID,S. Marciniak,0.1006,0.1091,subir,0.0085,1,media-baja,media
1489414,134217,M. Mohebi,Iran,22,MID,S. Marciniak,0.1366,0.1386,neutro,0.002,0,media-baja,media
1489414,2688,M. Mohammadi,Iran,22,DEF,S. Marciniak,0.158,0.1611,neutro,0.0031,0,media-baja,baja
1489414,343405,A. Yousefi,Iran,22,DEF,S. Marciniak,0.121,0.1234,neutro,0.0024,0,media-baja,baja
1489414,29937,A. Hosseinzadeh,Iran,22,FWD,S. Marciniak,0.1276,0.1263,neutro,0.0013,0,media-baja,baja
1489414,2687,H. Kanani,Iran,22,DEF,S. Marciniak,0.121,0.1234,neutro,0.0024,1,media-baja,baja
1489415,210165,F. Surman,New Zealand,4673,DEF,A. Makhadmeh,0.0919,0.0902,neutro,0.0017,0,media-baja,media
1489415,94333,E. Just,New Zealand,4673,MID,A. Makhadmeh,0.0386,0.041,subir,0.0024,1,media-baja,media
1489415,179862,M. Stamenić,New Zealand,4673,MID,A. Makhadmeh,0.2977,0.3056,subir,0.0079,1,media-baja,media
1489415,18110,M. Crocombe,New Zealand,4673,GK,A. Makhadmeh,0.0338,0.0337,neutro,0.0001,0,media-baja,baja
1489415,6935,S. Singh,New Zealand,4673,MID,A. Makhadmeh,0.1104,0.1172,subir,0.0068,0,media-baja,media
1489415,94346,T. Payne,New Zealand,4673,DEF,A. Makhadmeh,0.0464,0.0446,bajar,0.0018,0,media-baja,media
1489415,94541,J. Bell,New Zealand,4673,MID,A. Makhadmeh,0.2247,0.2273,neutro,0.0026,0,media-baja,media
1489415,6931,L. Cacace,New Zealand,4673,DEF,A. Makhadmeh,0.1473,0.1416,bajar,0.0057,0,media-baja,media
1489415,430835,Tyler Bindon,New Zealand,4673,DEF,A. Makhadmeh,0.354,0.3528,neutro,0.0012,0,media-baja,media
1489415,51149,M. Boxall,New Zealand,4673,DEF,A. Makhadmeh,0.1629,0.1623,neutro,0.0006,0,media-baja,media
1489415,18931,C. Wood,New Zealand,4673,FWD,A. Makhadmeh,0.066,0.0638,bajar,0.0022,0,media-baja,media
1489415,1422,J. Doku,Belgium,1,FWD,A. Makhadmeh,0.021,0.0186,bajar,0.0024,0,media-baja,media
1489415,629,K. De Bruyne,Belgium,1,MID,A. Makhadmeh,0.1384,0.1306,bajar,0.0078,0,media-baja,media
1489415,2926,Y. Tielemans,Belgium,1,MID,A. Makhadmeh,0.2198,0.2075,bajar,0.0123,0,media-baja,media
1489415,147859,C. De Ketelaere,Belgium,1,FWD,A. Makhadmeh,0.1427,0.1261,bajar,0.0166,0,media-baja,media
1489415,2920,T. Castagne,Belgium,1,DEF,A. Makhadmeh,0.1203,0.1142,bajar,0.0061,0,media-baja,media
1489415,162714,A. Onana,Belgium,1,MID,A. Makhadmeh,0.1514,0.1459,bajar,0.0055,0,media-baja,media
1489415,264,T. Meunier,Belgium,1,DEF,A. Makhadmeh,0.2404,0.2245,bajar,0.0159,0,media-baja,media
1489415,2120,N. Raskin,Belgium,1,MID,A. Makhadmeh,0.2251,0.2125,bajar,0.0126,0,media-baja,media
1489415,69,B. Mechele,Belgium,1,DEF,A. Makhadmeh,0.0846,0.0803,bajar,0.0043,0,media-baja,media
1489415,312964,N. Ngoy,Belgium,1,DEF,A. Makhadmeh,0.1396,0.1325,bajar,0.0071,0,media-baja,media
1489415,1946,L. Trossard,Belgium,1,MID,A. Makhadmeh,0.1407,0.1328,bajar,0.0079,0,media-baja,media
1489418,21138,R. Aït-Nouri,Algeria,1532,DEF,"Ilgiz Tantashev, Uzbekistan",0.2579,0.2486,bajar,0.0093,0,media-baja,media
1489418,1567,A. Mandi,Algeria,1532,DEF,"Ilgiz Tantashev, Uzbekistan",0.0382,0.0374,bajar,0.0008,0,media-baja,media
1489418,2194,R. Bensebaïni,Algeria,1532,DEF,"Ilgiz Tantashev, Uzbekistan",0.1487,0.1456,bajar,0.0031,0,media-baja,media
1489418,635,R. Mahrez,Algeria,1532,FWD,"Ilgiz Tantashev, Uzbekistan",0.3134,0.2864,bajar,0.027,0,media-baja,media
1489418,4399,H. Boudaoui,Algeria,1532,MID,"Ilgiz Tantashev, Uzbekistan",0.24,0.2506,subir,0.0106,0,media-baja,media
1489418,380587,I. Maza,Algeria,1532,FWD,"Ilgiz Tantashev, Uzbekistan",0.0969,0.092,bajar,0.0049,0,media-baja,media
1489418,732,L. Zidane,Algeria,1532,GK,"Ilgiz Tantashev, Uzbekistan",0.0895,0.0876,bajar,0.0019,0,media-baja,baja
1489418,276670,F. Chaïbi,Algeria,1532,MID,"Ilgiz Tantashev, Uzbekistan",0.0713,0.0719,neutro,0.0006,0,media-baja,media
1489418,200139,M. Amoura,Algeria,1532,,"Ilgiz Tantashev, Uzbekistan",0.3639,0.3563,bajar,0.0076,0,media-baja,baja
1489418,85041,A. Gouiri,Algeria,1532,FWD,"Ilgiz Tantashev, Uzbekistan",0.2636,0.2409,bajar,0.0227,0,media-baja,media
1489418,303362,R. Belghali,Algeria,1532,DEF,"Ilgiz Tantashev, Uzbekistan",0.287,0.2709,bajar,0.0161,0,media-baja,media
1489418,1159,M. Sabitzer,Austria,775,MID,"Ilgiz Tantashev, Uzbekistan",0.1604,0.1594,neutro,0.001,0,media-baja,media
1489418,7328,N. Seiwald,Austria,775,MID,"Ilgiz Tantashev, Uzbekistan",0.0771,0.0766,neutro,0.0005,0,media-baja,media
1489418,1157,K. Laimer,Austria,775,DEF,"Ilgiz Tantashev, Uzbekistan",0.2988,0.2925,bajar,0.0063,0,media-baja,media
1489418,7525,A. Schlager,Austria,775,GK,"Ilgiz Tantashev, Uzbekistan",0.244,0.2389,bajar,0.0051,0,media-baja,baja
1489418,1095,X. Schlager,Austria,775,MID,"Ilgiz Tantashev, Uzbekistan",0.0845,0.0823,bajar,0.0022,0,media-baja,media
1489418,7562,R. Schmid,Austria,775,MID,"Ilgiz Tantashev, Uzbekistan",0.1647,0.1604,bajar,0.0043,0,media-baja,media
1489418,26240,P. Lienhart,Austria,775,DEF,"Ilgiz Tantashev, Uzbekistan",0.1022,0.1001,bajar,0.0021,0,media-baja,media
1489418,711,S. Posch,Austria,775,DEF,"Ilgiz Tantashev, Uzbekistan",0.3308,0.3354,neutro,0.0046,0,media-baja,media
1489418,25915,P. Mwene,Austria,775,DEF,"Ilgiz Tantashev, Uzbekistan",0.3642,0.3511,bajar,0.0131,0,media-baja,media
1489418,18830,M. Arnautović,Austria,775,FWD,"Ilgiz Tantashev, Uzbekistan",0.2039,0.1935,bajar,0.0104,1,media-baja,media
1489418,25287,K. Danso,Austria,775,DEF,"Ilgiz Tantashev, Uzbekistan",0.1533,0.1501,bajar,0.0032,0,media-baja,media
1489421,140607,Yazid Abu Layla,Jordan,1548,GK,"Istvan Kovacs, Romania",0.112,0.1116,neutro,0.0004,0,media-baja,baja
1489421,310835,Abdallah Naseeb,Jordan,1548,DEF,"Istvan Kovacs, Romania",0.1149,0.1145,neutro,0.0004,0,media-baja,media
1489421,213980,Nizar Al Rashdan,Jordan,1548,MID,"Istvan Kovacs, Romania",0.1169,0.1159,neutro,0.001,0,media-baja,media
1489421,310785,Mohannad Abu Taha,Jordan,1548,MID,"Istvan Kovacs, Romania",0.3789,0.4022,subir,0.0233,1,media-baja,media
1489421,53900,Yazan Al Arab,Jordan,1548,DEF,"Istvan Kovacs, Romania",0.3007,0.2996,neutro,0.0011,1,media-baja,media
1489421,15286,Mousa Tamari,Jordan,1548,FWD,"Istvan Kovacs, Romania",0.1149,0.107,bajar,0.0079,0,media-baja,media
1489421,164026,Ali Olwan,Jordan,1548,FWD,"Istvan Kovacs, Romania",0.1159,0.108,bajar,0.0079,0,media-baja,media
1489421,140609,Noor Al Rawabdeh,Jordan,1548,MID,"Istvan Kovacs, Romania",0.1459,0.1498,subir,0.0039,0,media-baja,media
1489421,123530,Mahmoud Al Mardi,Jordan,1548,FWD,"Istvan Kovacs, Romania",0.1359,0.1293,bajar,0.0066,0,media-baja,media
1489421,53902,Ehsan Haddad,Jordan,1548,MID,"Istvan Kovacs, Romania",0.138,0.1417,subir,0.0037,0,media-baja,media
1489421,102538,M. Abualnadi,Jordan,1548,DEF,"Istvan Kovacs, Romania",0.138,0.1375,neutro,0.0005,0,media-baja,media
1489421,6067,T. Almada,Argentina,26,MID,"Istvan Kovacs, Romania",0.1278,0.1245,bajar,0.0033,0,media-baja,media
1489421,19599,E. Martínez,Argentina,26,GK,"Istvan Kovacs, Romania",0.0358,0.035,bajar,0.0008,0,media-baja,baja
1489421,30776,C. Romero,Argentina,26,DEF,"Istvan Kovacs, Romania",0.0384,0.037,bajar,0.0014,0,media-baja,media
1489421,6716,A. Mac Allister,Argentina,26,MID,"Istvan Kovacs, Romania",0.3386,0.3416,neutro,0.003,0,media-baja,media
1489421,5996,E. Fernández,Argentina,26,MID,"Istvan Kovacs, Romania",0.0486,0.049,neutro,0.0004,0,media-baja,media
1489421,2467,Lisandro Martínez,Argentina,26,DEF,"Istvan Kovacs, Romania",0.2288,0.2206,bajar,0.0082,0,media-baja,media
1489421,154,L. Messi,Argentina,26,FWD,"Istvan Kovacs, Romania",0.0456,0.0417,bajar,0.0039,0,media-baja,media
1489421,217,Lautaro Martínez,Argentina,26,FWD,"Istvan Kovacs, Romania",0.0489,0.0447,bajar,0.0042,0,media-baja,media
1489421,6503,N. Molina,Argentina,26,DEF,"Istvan Kovacs, Romania",0.3858,0.3719,bajar,0.0139,0,media-baja,media
1489421,624,N. Otamendi,Argentina,26,DEF,"Istvan Kovacs, Romania",0.2976,0.2914,bajar,0.0062,0,media-baja,media
1489421,6231,F. Medina,Argentina,26,DEF,"Istvan Kovacs, Romania",0.1582,0.1604,neutro,0.0022,0,media-baja,media
1489420,1305,D. Livaković,Croatia,3,GK,"Drew Fischer, Canada",0.1079,0.1056,bajar,0.0023,0,media-baja,baja
1489420,125171,J. Stanišić,Croatia,3,DEF,"Drew Fischer, Canada",0.1673,0.1638,bajar,0.0035,0,media-baja,media
1489420,14701,J. Šutalo,Croatia,3,DEF,"Drew Fischer, Canada",0.0238,0.0233,bajar,0.0005,0,media-baja,media
1489420,1084,M. Pongračić,Croatia,3,DEF,"Drew Fischer, Canada",0.1997,0.1955,bajar,0.0042,0,media-baja,media
1489420,207,I. Perišić,Croatia,3,DEF,"Drew Fischer, Canada",0.086,0.0872,neutro,0.0012,1,media-baja,media
1489420,754,L. Modrić,Croatia,3,MID,"Drew Fischer, Canada",0.1186,0.1238,subir,0.0052,0,media-baja,media
1489420,2291,M. Kovačić,Croatia,3,MID,"Drew Fischer, Canada",0.161,0.1568,bajar,0.0042,0,media-baja,media
1489420,842,N. Vlašić,Croatia,3,MID,"Drew Fischer, Canada",0.0733,0.0714,bajar,0.0019,0,media-baja,media
1489420,348205,P. Sučić,Croatia,3,MID,"Drew Fischer, Canada",0.2457,0.2565,subir,0.0108,0,media-baja,media
1489420,295026,M. Baturina,Croatia,3,MID,"Drew Fischer, Canada",0.1282,0.1249,bajar,0.0033,0,media-baja,media
1489420,46746,A. Budimir,Croatia,3,FWD,"Drew Fischer, Canada",0.2767,0.2529,bajar,0.0238,0,media-baja,media
1489420,480108,B. Asare,Ghana,1504,GK,"Drew Fischer, Canada",0.0986,0.0965,bajar,0.0021,0,media-baja,baja
1489420,191240,M. Senaya,Ghana,1504,DEF,"Drew Fischer, Canada",0.1292,0.122,bajar,0.0072,0,media-baja,media
1489420,369425,J. Adjetey,Ghana,1504,DEF,"Drew Fischer, Canada",0.2734,0.2636,bajar,0.0098,0,media-baja,media
1489420,25341,D. Luckassen,Ghana,1504,DEF,"Drew Fischer, Canada",0.1292,0.1245,bajar,0.0047,0,media-baja,media
1489420,7578,G. Mensah,Ghana,1504,DEF,"Drew Fischer, Canada",0.1836,0.1797,bajar,0.0039,0,media-baja,media
1489420,49,T. Partey,Ghana,1504,MID,"Drew Fischer, Canada",0.2414,0.2436,neutro,0.0022,0,media-baja,media
1489420,21010,E. Owusu,Ghana,1504,MID,"Drew Fischer, Canada",0.0465,0.0462,neutro,0.0003,0,media-baja,media
1489420,3608,K. Sibo,Ghana,1504,MID,"Drew Fischer, Canada",0.0797,0.0776,bajar,0.0021,0,media-baja,media
1489420,199837,K. Sulemana,Ghana,1504,FWD,"Drew Fischer, Canada",0.08,0.0747,bajar,0.0053,0,media-baja,media
1489420,3428,J. Ayew,Ghana,1504,FWD,"Drew Fischer, Canada",0.1672,0.1528,bajar,0.0144,0,media-baja,media
1489420,19281,A. Semenyo,Ghana,1504,MID,"Drew Fischer, Canada",0.1639,0.1654,neutro,0.0015,0,media-baja,media
1489422,2968,O. Mosquera,Panama,11,GK,"Abdulrahman Al-Jassim, Qatar",0.1425,0.1422,neutro,0.0003,0,baja,baja
1489422,2973,A. Murillo,Panama,11,DEF,"Abdulrahman Al-Jassim, Qatar",0.1766,0.1762,neutro,0.0004,0,media-baja,baja
1489422,2971,F. Escobar,Panama,11,DEF,"Abdulrahman Al-Jassim, Qatar",0.2417,0.2412,neutro,0.0005,0,media-baja,baja
1489422,57739,J. Córdoba,Panama,11,DEF,"Abdulrahman Al-Jassim, Qatar",0.297,0.2963,neutro,0.0007,0,media-baja,baja
1489422,7197,A. Andrade,Panama,11,DEF,"Abdulrahman Al-Jassim, Qatar",0.3885,0.3876,neutro,0.0009,1,media-baja,baja
1489422,57803,J. Gutiérrez,Panama,11,DEF,"Abdulrahman Al-Jassim, Qatar",0.0663,0.0652,neutro,0.0011,0,media-baja,baja
1489422,50911,Cristian Jesús Martínez,Panama,11,MID,"Abdulrahman Al-Jassim, Qatar",0.0448,0.046,subir,0.0012,0,media-baja,baja
1489422,46855,Y. Bárcenas,Panama,11,MID,"Abdulrahman Al-Jassim, Qatar",0.1905,0.2025,subir,0.012,0,media-baja,media
1489422,71230,C. Harvey,Panama,11,MID,"Abdulrahman Al-Jassim, Qatar",0.0545,0.0552,neutro,0.0007,0,media-baja,baja
1489422,2979,J. Rodríguez,Panama,11,MID,"Abdulrahman Al-Jassim, Qatar",0.0546,0.0553,neutro,0.0007,0,media-baja,baja
1489422,57910,T. Rodríguez,Panama,11,FWD,"Abdulrahman Al-Jassim, Qatar",0.1334,0.1271,bajar,0.0063,0,media-baja,baja
1489422,2932,J. Pickford,England,10,GK,"Abdulrahman Al-Jassim, Qatar",0.0767,0.0788,subir,0.0021,0,media-baja,baja
1489422,158698,J. Quansah,England,10,DEF,"Abdulrahman Al-Jassim, Qatar",0.1142,0.1214,subir,0.0072,1,media-baja,media
1489422,19354,E. Konsa,England,10,DEF,"Abdulrahman Al-Jassim, Qatar",0.1275,0.131,subir,0.0035,0,media-baja,media
1489422,67971,M. Guéhi,England,10,DEF,"Abdulrahman Al-Jassim, Qatar",0.3115,0.3201,subir,0.0086,0,media-baja,media
1489422,307123,N. O&apos;Reilly,England,10,DEF,"Abdulrahman Al-Jassim, Qatar",0.0925,0.0951,subir,0.0026,0,media-baja,media
1489422,138908,E. Anderson,England,10,MID,"Abdulrahman Al-Jassim, Qatar",0.0597,0.0611,subir,0.0014,0,media-baja,media
1489422,129718,J. Bellingham,England,10,MID,"Abdulrahman Al-Jassim, Qatar",0.4468,0.4726,subir,0.0258,0,media-baja,media
1489422,1460,B. Saka,England,10,MID,"Abdulrahman Al-Jassim, Qatar",0.2086,0.2133,subir,0.0047,0,media-baja,media
1489422,19170,M. Rogers,England,10,MID,"Abdulrahman Al-Jassim, Qatar",0.0503,0.0532,subir,0.0029,0,media-baja,media
1489422,909,M. Rashford,England,10,FWD,"Abdulrahman Al-Jassim, Qatar",0.0631,0.062,neutro,0.0011,0,media-baja,media
1489422,184,H. Kane,England,10,FWD,"Abdulrahman Al-Jassim, Qatar",0.2117,0.2038,bajar,0.0079,0,media-baja,media
1489419,2482,C. Vargas,Colombia,8,GK,"Alireza Faghani, Australia",0.0489,0.0489,neutro,0.0,0,media-baja,baja
1489419,30,S. Arias,Colombia,8,DEF,"Alireza Faghani, Australia",0.0883,0.087,neutro,0.0013,0,media-baja,media
1489419,168,D. Sánchez,Colombia,8,DEF,"Alireza Faghani, Australia",0.0618,0.0618,neutro,0.0,0,media-baja,media
1489419,1929,J. Lucumí,Colombia,8,DEF,"Alireza Faghani, Australia",0.0702,0.0702,neutro,0.0,0,media-baja,media
1489419,2483,D. Machado,Colombia,8,DEF,"Alireza Faghani, Australia",0.3184,0.3184,neutro,0.0,0,media-baja,media
1489419,324034,G. Puerta,Colombia,8,MID,"Alireza Faghani, Australia",0.3494,0.3599,subir,0.0105,1,media-baja,media
1489419,2490,J. Lerma,Colombia,8,MID,"Alireza Faghani, Australia",0.3427,0.365,subir,0.0223,0,media-baja,media
1489419,13708,J. Arias,Colombia,8,MID,"Alireza Faghani, Australia",0.0576,0.0593,subir,0.0017,0,media-baja,media
1489419,517,J. Rodríguez,Colombia,8,FWD,"Alireza Faghani, Australia",0.114,0.1066,bajar,0.0074,0,media-baja,media
1489419,24810,J. Córdoba,Colombia,8,FWD,"Alireza Faghani, Australia",0.3164,0.2958,bajar,0.0206,0,media-baja,media
1489419,2489,L. Díaz,Colombia,8,FWD,"Alireza Faghani, Australia",0.0462,0.0441,bajar,0.0021,0,media-baja,media
1489419,369,Diogo Costa,Portugal,27,GK,"Alireza Faghani, Australia",0.0212,0.0212,neutro,0.0,0,media-baja,baja
1489419,855,João Cancelo,Portugal,27,DEF,"Alireza Faghani, Australia",0.3002,0.2822,bajar,0.018,0,media-baja,media
1489419,567,Rúben Dias,Portugal,27,DEF,"Alireza Faghani, Australia",0.195,0.195,neutro,0.0,0,media-baja,media
1489419,336671,Renato Veiga,Portugal,27,DEF,"Alireza Faghani, Australia",0.158,0.1635,subir,0.0055,0,media-baja,media
1489419,263482,Nuno Mendes,Portugal,27,DEF,"Alireza Faghani, Australia",0.0718,0.0693,bajar,0.0025,0,media-baja,media
1489419,2676,Rúben Neves,Portugal,27,MID,"Alireza Faghani, Australia",0.267,0.271,neutro,0.004,0,media-baja,media
1489419,128384,Vitinha,Portugal,27,MID,"Alireza Faghani, Australia",0.0756,0.0733,bajar,0.0023,0,media-baja,media
1489419,1864,Pedro Neto,Portugal,27,MID,"Alireza Faghani, Australia",0.2617,0.2604,neutro,0.0013,0,media-baja,media
1489419,1485,Bruno Fernandes,Portugal,27,MID,"Alireza Faghani, Australia",0.1964,0.1993,neutro,0.0029,0,media-baja,media
1489419,583,João Félix,Portugal,27,MID,"Alireza Faghani, Australia",0.1677,0.1669,neutro,0.0008,0,media-baja,media
1489419,874,Cristiano Ronaldo,Portugal,27,FWD,"Alireza Faghani, Australia",0.1675,0.1566,bajar,0.0109,0,media-baja,media
1539013,24012,L. Mpasi,Congo DR,1508,GK,"Felix Zwayer, Germany",0.051,0.051,neutro,0.0,0,baja,baja
1539013,18846,A. Wan-Bissaka,Congo DR,1508,DEF,"Felix Zwayer, Germany",0.0665,0.0665,neutro,0.0,0,media-baja,baja
1539013,375,C. Mbemba,Congo DR,1508,DEF,"Felix Zwayer, Germany",0.2655,0.2655,neutro,0.0,0,media-baja,baja
1539013,19182,A. Tuanzebe,Congo DR,1508,DEF,"Felix Zwayer, Germany",0.051,0.051,neutro,0.0,0,media-baja,baja
1539013,18816,A. Masuaku,Congo DR,1508,DEF,"Felix Zwayer, Germany",0.2445,0.2359,bajar,0.0086,0,media-baja,media
1539013,129670,N. Mbuku,Congo DR,1508,FWD,"Felix Zwayer, Germany",0.067,0.0673,neutro,0.0003,1,media-baja,media
1539013,21101,S. Moutoussamy,Congo DR,1508,MID,"Felix Zwayer, Germany",0.1874,0.193,subir,0.0056,1,media-baja,media
1539013,365331,N. Sadiki,Congo DR,1508,MID,"Felix Zwayer, Germany",0.0543,0.0578,subir,0.0035,1,media-baja,media
1539013,279482,B. Cipenga,Congo DR,1508,FWD,"Felix Zwayer, Germany",0.1249,0.1168,bajar,0.0081,0,media-baja,media
1539013,20649,Y. Wissa,Congo DR,1508,FWD,"Felix Zwayer, Germany",0.0874,0.0835,bajar,0.0039,0,media-baja,baja
1539013,3033,C. Bakambu,Congo DR,1508,FWD,"Felix Zwayer, Germany",0.3127,0.2924,bajar,0.0203,0,media-baja,media
1539013,73507,A. Ne&apos;matov,Uzbekistan,1568,GK,"Felix Zwayer, Germany",0.0993,0.0978,neutro,0.0015,0,media-baja,baja
1539013,360114,A. Khusanov,Uzbekistan,1568,DEF,"Felix Zwayer, Germany",0.1301,0.1301,neutro,0.0,1,media-baja,baja
1539013,358427,J. Urozov,Uzbekistan,1568,DEF,"Felix Zwayer, Germany",0.1301,0.1281,neutro,0.002,0,media-baja,baja
1539013,34121,R. Ashurmatov,Uzbekistan,1568,DEF,"Felix Zwayer, Germany",0.3861,0.3861,neutro,0.0,0,media-baja,baja
1539013,72122,K. Alijonov,Uzbekistan,1568,MID,"Felix Zwayer, Germany",0.1009,0.1039,subir,0.003,0,media-baja,baja
1539013,73522,A. Mozgovoy,Uzbekistan,1568,MID,"Felix Zwayer, Germany",0.0993,0.1008,neutro,0.0015,0,media-baja,baja
1539013,50272,O. Shukurov,Uzbekistan,1568,MID,"Felix Zwayer, Germany",0.1075,0.107,neutro,0.0005,0,media-baja,media
1539013,73514,S. Nasrullayev,Uzbekistan,1568,MID,"Felix Zwayer, Germany",0.1075,0.1145,subir,0.007,1,media-baja,media
1539013,53834,D. Khamdamov,Uzbekistan,1568,FWD,"Felix Zwayer, Germany",0.1301,0.1242,bajar,0.0059,0,media-baja,baja
1539013,263676,A. Fayzullaev,Uzbekistan,1568,FWD,"Felix Zwayer, Germany",0.1301,0.1216,bajar,0.0085,0,media-baja,media
1539013,53535,E. Shomurodov,Uzbekistan,1568,FWD,"Felix Zwayer, Germany",0.1009,0.0964,bajar,0.0045,0,media-baja,baja
1561329,46601,K. Mudau,South Africa,1531,DEF,"Joao Pedro Pinheiro, Portugal",0.1947,0.1909,neutro,0.0038,0,media-baja,baja
1561329,3275,R. Williams,South Africa,1531,GK,"Joao Pedro Pinheiro, Portugal",0.0595,0.0583,neutro,0.0012,0,baja,baja
1561329,406752,I. Okon,South Africa,1531,DEF,"Joao Pedro Pinheiro, Portugal",0.3635,0.3563,neutro,0.0072,0,media-baja,baja
1561329,3287,T. Mokoena,South Africa,1531,MID,"Joao Pedro Pinheiro, Portugal",0.2473,0.2498,neutro,0.0025,0,media-baja,baja
1561329,46334,A. Modiba,South Africa,1531,DEF,"Joao Pedro Pinheiro, Portugal",0.2134,0.2092,neutro,0.0042,0,media-baja,baja
1561329,98936,L. Foster,South Africa,1531,FWD,"Joao Pedro Pinheiro, Portugal",0.3292,0.3128,bajar,0.0164,0,media-baja,baja
1561329,510799,M. Mbokazi,South Africa,1531,DEF,"Joao Pedro Pinheiro, Portugal",0.0851,0.0834,neutro,0.0017,0,media-baja,baja
1561329,179893,O. Appollis,South Africa,1531,MID,"Joao Pedro Pinheiro, Portugal",0.0545,0.0542,neutro,0.0003,0,media-baja,baja
1561329,158433,S. Sithole,South Africa,1531,MID,"Joao Pedro Pinheiro, Portugal",0.3098,0.313,neutro,0.0032,0,media-baja,baja
1561329,268710,J. Adams,South Africa,1531,MID,"Joao Pedro Pinheiro, Portugal",0.1681,0.1698,neutro,0.0017,0,media-baja,baja
1561329,295977,T. Moremi,South Africa,1531,FWD,"Joao Pedro Pinheiro, Portugal",0.097,0.0922,bajar,0.0048,0,media-baja,baja
1561329,50816,R. Laryea,Canada,5529,DEF,"Joao Pedro Pinheiro, Portugal",0.2627,0.2759,subir,0.0132,0,media-baja,media
1561329,8489,J. David,Canada,5529,FWD,"Joao Pedro Pinheiro, Portugal",0.0685,0.0675,neutro,0.001,0,media-baja,baja
1561329,51016,T. Buchanan,Canada,5529,MID,"Joao Pedro Pinheiro, Portugal",0.1804,0.1822,neutro,0.0018,0,media-baja,media
1561329,51274,M. Crépeau,Canada,5529,GK,"Joao Pedro Pinheiro, Portugal",0.0468,0.0475,neutro,0.0007,0,baja,baja
1561329,51295,D. Cornelius,Canada,5529,DEF,"Joao Pedro Pinheiro, Portugal",0.31,0.3147,neutro,0.0047,0,media-baja,baja
1561329,328046,I. Koné,Canada,5529,,"Joao Pedro Pinheiro, Portugal",0.3212,0.3261,neutro,0.0049,0,baja,baja
1561329,2001,C. Larin,Canada,5529,FWD,"Joao Pedro Pinheiro, Portugal",0.1058,0.1079,subir,0.0021,0,media-baja,media
1561329,78547,A. Johnston,Canada,5529,DEF,"Joao Pedro Pinheiro, Portugal",0.2799,0.2842,neutro,0.0043,0,media-baja,baja
1561329,35570,S. Eustáquio,Canada,5529,MID,"Joao Pedro Pinheiro, Portugal",0.131,0.135,subir,0.004,0,media-baja,baja
1561329,327738,L. De Fougerolles,Canada,5529,DEF,"Joao Pedro Pinheiro, Portugal",0.2635,0.2675,neutro,0.004,0,media-baja,baja
1561329,44798,L. Millar,Canada,5529,FWD,"Joao Pedro Pinheiro, Portugal",0.171,0.1745,subir,0.0035,0,media-baja,media
